gender,race/ethnicity,parental level of education,lunch,test preparation course,math score,reading score,writing score,average_score
female,group A,bachelor's degree,standard,none,51,49,51,50.0
female,group C,some college,standard,completed,75,81,84,80.0
female,group C,associate's degree,standard,none,59,66,67,64.0
female,group D,some high school,standard,none,76,72,71,73.0
female,group C,some college,free/reduced,none,59,62,64,61.0
female,group E,some college,free/reduced,completed,42,55,54,50.0
female,group C,some college,free/reduced,none,22,39,33,31.0
female,group D,bachelor's degree,standard,completed,68,75,81,74.0
female,group B,associate's degree,standard,completed,59,70,66,65.0
female,group C,some college,standard,completed,70,89,88,82.0
female,group E,high school,free/reduced,completed,66,74,78,72.0
female,group B,associate's degree,standard,completed,61,86,87,78.0
female,group E,some college,free/reduced,completed,75,88,85,82.0
female,group E,master's degree,standard,none,81,92,91,88.0
female,group C,bachelor's degree,standard,completed,96,100,100,98.0
female,group B,master's degree,free/reduced,completed,58,76,78,70.0
female,group B,high school,standard,completed,68,83,78,76.0
female,group C,some college,free/reduced,completed,67,75,70,70.0
female,group D,some college,standard,none,79,86,81,82.0
female,group C,associate's degree,standard,none,63,67,70,66.0
female,group C,bachelor's degree,free/reduced,completed,43,51,54,49.0
female,group C,master's degree,standard,completed,81,91,87,86.0
female,group B,high school,free/reduced,completed,46,54,58,52.0
female,group C,associate's degree,standard,completed,71,77,77,75.0
female,group B,master's degree,free/reduced,completed,52,70,62,61.0
female,group D,some high school,standard,completed,97,100,100,99.0
female,group C,some college,free/reduced,none,46,64,66,58.0
female,group E,high school,standard,none,50,50,47,49.0
female,group D,associate's degree,standard,none,65,69,70,68.0
female,group C,bachelor's degree,standard,none,77,88,87,84.0
female,group E,associate's degree,standard,none,66,65,69,66.0
female,group B,some high school,standard,none,62,64,66,64.0
female,group C,master's degree,standard,completed,69,84,85,79.0
female,group B,some college,free/reduced,none,45,53,55,51.0
female,group B,bachelor's degree,free/reduced,none,78,79,76,77.0
female,group C,associate's degree,standard,completed,67,84,86,79.0
female,group D,some college,free/reduced,none,65,81,77,74.0
female,group B,associate's degree,standard,none,57,69,68,64.0
female,group B,some college,free/reduced,none,74,81,76,77.0
female,group B,some college,free/reduced,none,58,61,66,61.0
female,group C,high school,free/reduced,none,42,62,60,54.0
female,group E,associate's degree,free/reduced,completed,83,86,88,85.0
female,group C,high school,free/reduced,none,34,42,39,38.0
female,group D,high school,standard,completed,56,68,74,66.0
female,group C,some high school,free/reduced,none,55,65,62,60.0
female,group B,associate's degree,standard,completed,52,66,73,63.0
female,group E,master's degree,free/reduced,none,45,56,54,51.0
female,group C,some college,standard,none,72,72,71,71.0
female,group C,some college,standard,completed,88,95,94,92.0
female,group B,bachelor's degree,standard,none,67,86,83,78.0
female,group D,some high school,standard,completed,64,60,74,66.0
female,group E,bachelor's degree,standard,none,80,83,83,82.0
female,group D,high school,standard,none,56,52,55,54.0
female,group B,high school,standard,completed,58,70,68,65.0
female,group B,high school,standard,none,65,64,62,63.0
female,group D,some college,free/reduced,none,71,83,83,79.0
female,group B,some high school,standard,completed,60,70,70,66.0
female,group E,some college,standard,none,62,73,70,68.0
female,group C,associate's degree,free/reduced,none,64,73,68,68.0
female,group B,some college,standard,none,70,75,78,74.0
female,group C,master's degree,free/reduced,completed,65,81,81,75.0
female,group C,some high school,free/reduced,completed,64,79,77,73.0
female,group C,some high school,free/reduced,none,44,50,51,48.0
female,group E,high school,standard,none,99,93,90,94.0
female,group C,bachelor's degree,standard,none,63,75,81,73.0
female,group D,high school,standard,none,69,72,77,72.0
female,group D,associate's degree,standard,completed,88,92,95,91.0
female,group E,some college,free/reduced,none,71,76,70,72.0
female,group D,associate's degree,free/reduced,none,47,53,58,52.0
female,group D,some college,standard,none,65,70,71,68.0
female,group C,some high school,standard,completed,85,92,93,90.0
female,group E,high school,standard,completed,59,63,75,65.0
female,group C,some high school,free/reduced,none,65,86,80,77.0
female,group D,bachelor's degree,free/reduced,none,73,79,84,78.0
female,group D,some college,free/reduced,completed,70,78,78,75.0
female,group B,some high school,standard,none,37,46,46,43.0
female,group B,some high school,standard,none,67,89,82,79.0
female,group E,bachelor's degree,standard,none,65,73,75,71.0
female,group C,associate's degree,standard,completed,67,84,81,77.0
female,group C,associate's degree,standard,completed,74,75,83,77.0
female,group B,associate's degree,free/reduced,none,53,71,67,63.0
female,group D,high school,free/reduced,none,49,57,52,52.0
female,group B,associate's degree,standard,none,73,76,80,76.0
female,group C,associate's degree,free/reduced,completed,68,67,69,68.0
female,group C,bachelor's degree,standard,completed,59,64,75,66.0
female,group D,master's degree,standard,completed,77,82,91,83.0
female,group D,associate's degree,free/reduced,none,56,65,63,61.0
female,group C,high school,free/reduced,completed,67,79,84,76.0
female,group E,high school,standard,none,75,86,79,80.0
female,group C,some college,standard,none,71,81,80,77.0
female,group C,some high school,free/reduced,none,43,53,53,49.0
female,group C,high school,free/reduced,none,41,46,43,43.0
female,group C,some college,standard,none,82,90,94,88.0
female,group B,some high school,standard,none,41,55,51,49.0
female,group C,bachelor's degree,standard,none,83,93,95,90.0
female,group B,some college,free/reduced,none,61,68,66,65.0
female,group B,some high school,free/reduced,none,24,38,27,29.0
female,group D,some high school,free/reduced,completed,35,55,60,50.0
female,group C,high school,standard,none,61,73,63,65.0
female,group B,high school,standard,completed,69,76,74,73.0
female,group C,high school,standard,none,72,80,75,75.0
female,group C,bachelor's degree,standard,completed,77,94,95,88.0
female,group B,bachelor's degree,standard,none,52,65,69,62.0
female,group C,some college,standard,completed,63,78,80,73.0
female,group C,associate's degree,standard,none,46,58,57,53.0
female,group C,some college,standard,none,59,71,70,66.0
female,group B,bachelor's degree,standard,none,61,72,70,67.0
female,group C,some college,free/reduced,completed,42,66,69,59.0
female,group D,some college,standard,none,80,90,89,86.0
female,group B,high school,standard,none,58,62,59,59.0
female,group C,some college,standard,none,52,58,58,56.0
female,group D,some high school,free/reduced,none,27,34,32,31.0
female,group A,some high school,free/reduced,none,44,64,58,55.0
female,group D,some high school,standard,none,73,84,85,80.0
female,group C,some college,free/reduced,completed,45,73,70,62.0
female,group D,some college,standard,completed,82,97,96,91.0
female,group D,bachelor's degree,standard,none,59,70,73,67.0
female,group D,some high school,standard,none,80,90,82,84.0
female,group D,master's degree,free/reduced,completed,85,95,100,93.0
female,group A,some high school,standard,none,71,83,77,77.0
female,group B,associate's degree,standard,none,80,86,83,83.0
female,group E,some high school,free/reduced,none,38,49,45,44.0
female,group A,some high school,free/reduced,none,38,43,43,41.0
female,group E,some college,standard,none,67,76,75,72.0
female,group E,bachelor's degree,standard,none,64,73,70,69.0
female,group C,associate's degree,free/reduced,none,57,78,67,67.0
female,group D,high school,standard,none,62,64,64,63.0
female,group D,some college,standard,none,77,68,77,74.0
female,group C,some high school,standard,completed,65,74,77,72.0
female,group B,high school,free/reduced,none,50,67,63,60.0
female,group C,associate's degree,standard,none,85,89,95,89.0
female,group C,some high school,standard,completed,59,54,67,60.0
female,group A,some college,free/reduced,none,49,65,55,56.0
female,group D,high school,standard,completed,88,99,100,95.0
female,group C,high school,standard,none,54,59,62,58.0
female,group C,some high school,standard,none,63,73,68,68.0
female,group B,associate's degree,standard,none,82,80,77,79.0
female,group D,high school,free/reduced,completed,52,57,56,55.0
female,group D,master's degree,standard,completed,70,71,74,71.0
female,group C,bachelor's degree,free/reduced,completed,51,72,79,67.0
female,group C,associate's degree,free/reduced,completed,82,93,93,89.0
female,group D,high school,standard,completed,57,58,64,59.0
female,group D,master's degree,free/reduced,completed,47,58,67,57.0
female,group A,some high school,standard,completed,59,85,80,74.0
female,group C,some college,free/reduced,none,62,67,62,63.0
female,group C,high school,standard,none,61,72,70,67.0
female,group A,some high school,free/reduced,none,47,59,50,52.0
female,group C,some college,standard,completed,67,81,79,75.0
female,group D,high school,standard,none,78,81,80,79.0
female,group A,some high school,free/reduced,none,59,73,69,67.0
female,group B,associate's degree,standard,none,73,83,76,77.0
female,group C,some high school,standard,completed,67,74,77,72.0
female,group C,some college,free/reduced,completed,64,85,85,78.0
female,group E,some college,standard,none,100,92,97,96.0
female,group C,associate's degree,free/reduced,none,65,77,74,72.0
female,group C,associate's degree,free/reduced,none,53,61,62,58.0
female,group D,bachelor's degree,standard,none,79,89,89,85.0
female,group E,bachelor's degree,standard,none,100,100,100,100.0
female,group E,some college,standard,none,71,70,76,72.0
female,group C,some college,free/reduced,none,77,90,91,86.0
female,group C,some college,standard,none,84,87,91,87.0
female,group D,associate's degree,free/reduced,none,26,31,38,31.0
female,group A,high school,free/reduced,completed,77,88,85,83.0
female,group C,associate's degree,standard,completed,83,85,90,86.0
female,group C,high school,standard,none,63,69,74,68.0
female,group C,associate's degree,standard,completed,68,86,84,79.0
female,group D,some high school,standard,none,59,67,61,62.0
female,group B,associate's degree,standard,completed,90,90,91,90.0
female,group D,bachelor's degree,standard,completed,71,76,83,76.0
female,group D,master's degree,standard,none,55,64,70,63.0
female,group D,associate's degree,free/reduced,none,52,59,56,55.0
female,group B,associate's degree,standard,none,49,52,54,51.0
female,group C,associate's degree,free/reduced,none,60,75,74,69.0
female,group A,associate's degree,free/reduced,none,65,85,76,75.0
female,group C,associate's degree,standard,none,64,64,70,66.0
female,group C,some college,standard,none,83,83,90,85.0
female,group C,bachelor's degree,standard,none,81,88,90,86.0
female,group B,high school,standard,none,54,64,68,62.0
female,group C,some college,standard,none,54,48,52,51.0
female,group D,some college,free/reduced,completed,59,78,76,71.0
female,group B,some high school,standard,none,66,69,68,67.0
female,group D,master's degree,standard,none,74,79,82,78.0
female,group B,associate's degree,standard,completed,94,87,92,91.0
female,group E,associate's degree,standard,completed,95,89,92,92.0
female,group D,master's degree,free/reduced,none,40,59,54,51.0
female,group B,some high school,standard,none,82,82,80,81.0
female,group C,bachelor's degree,standard,none,86,92,87,88.0
female,group B,some high school,standard,completed,54,61,62,59.0
female,group B,master's degree,free/reduced,completed,77,97,94,89.0
female,group C,some high school,standard,completed,76,87,85,82.0
female,group D,some college,standard,none,74,89,84,82.0
female,group E,some college,standard,completed,66,74,73,71.0
female,group D,some high school,standard,completed,66,78,78,74.0
female,group B,high school,free/reduced,completed,67,78,79,74.0
female,group C,associate's degree,standard,none,91,86,84,87.0
female,group C,high school,free/reduced,none,36,53,43,44.0
female,group D,bachelor's degree,free/reduced,none,29,41,47,39.0
female,group C,associate's degree,standard,none,62,74,70,68.0
female,group C,associate's degree,standard,completed,68,67,73,69.0
female,group C,some high school,standard,none,47,54,53,51.0
female,group E,associate's degree,standard,completed,79,88,94,87.0
female,group C,bachelor's degree,free/reduced,completed,66,83,83,77.0
female,group D,high school,standard,none,51,66,62,59.0
female,group C,associate's degree,standard,none,81,77,79,79.0
female,group D,associate's degree,standard,none,82,95,89,88.0
female,group D,master's degree,standard,none,64,63,66,64.0
female,group A,some high school,standard,completed,92,100,97,96.0
female,group C,high school,free/reduced,none,62,67,64,64.0
female,group B,associate's degree,standard,none,40,48,50,46.0
female,group C,some college,free/reduced,none,32,39,33,34.0
female,group C,associate's degree,standard,completed,55,72,79,68.0
female,group B,associate's degree,free/reduced,none,53,70,70,64.0
female,group D,some college,standard,completed,74,75,79,76.0
female,group C,some college,standard,none,63,74,74,70.0
female,group D,some college,free/reduced,completed,63,80,80,74.0
female,group E,bachelor's degree,free/reduced,completed,92,100,100,97.0
female,group D,master's degree,free/reduced,completed,61,71,78,70.0
female,group C,some college,standard,none,53,62,56,57.0
female,group C,high school,free/reduced,completed,50,66,64,60.0
female,group E,high school,standard,none,74,81,71,75.0
female,group B,high school,standard,none,81,91,89,87.0
female,group B,some college,free/reduced,completed,48,56,58,54.0
female,group D,master's degree,standard,none,53,61,68,60.0
female,group D,some high school,standard,none,81,97,96,91.0
female,group E,some high school,standard,none,77,79,80,78.0
female,group D,bachelor's degree,free/reduced,none,63,73,78,71.0
female,group D,associate's degree,standard,completed,73,75,80,76.0
female,group D,some college,standard,none,69,77,77,74.0
female,group C,associate's degree,standard,none,65,76,76,72.0
female,group A,high school,standard,none,55,73,73,67.0
female,group C,bachelor's degree,free/reduced,none,44,63,62,56.0
female,group C,some college,standard,none,54,64,65,61.0
female,group A,some high school,standard,none,48,66,65,59.0
female,group E,high school,standard,none,74,76,73,74.0
female,group C,bachelor's degree,standard,completed,92,100,99,97.0
female,group C,bachelor's degree,standard,completed,56,79,72,69.0
female,group D,high school,standard,none,69,77,73,73.0
female,group D,some high school,standard,none,65,82,81,76.0
female,group D,master's degree,standard,none,54,60,63,59.0
female,group C,high school,standard,none,29,29,30,29.0
female,group E,some college,standard,none,76,78,80,78.0
female,group C,associate's degree,standard,none,85,84,82,83.0
female,group C,master's degree,free/reduced,none,40,58,54,50.0
female,group E,some college,standard,none,61,64,62,62.0
female,group B,associate's degree,standard,none,58,63,65,62.0
female,group C,some college,standard,none,58,59,66,61.0
female,group C,associate's degree,standard,none,65,77,74,72.0
female,group A,associate's degree,standard,none,82,93,93,89.0
female,group C,high school,standard,none,60,68,72,66.0
female,group E,bachelor's degree,standard,none,37,45,38,40.0
female,group C,high school,free/reduced,none,35,61,54,50.0
female,group E,bachelor's degree,free/reduced,none,61,58,62,60.0
female,group C,some high school,standard,completed,44,51,55,50.0
female,group B,bachelor's degree,standard,completed,66,74,81,73.0
female,group C,high school,standard,none,75,88,85,82.0
female,group B,high school,free/reduced,completed,67,80,81,76.0
female,group D,some high school,standard,completed,80,92,88,86.0
female,group D,associate's degree,standard,none,76,74,73,74.0
female,group D,associate's degree,free/reduced,completed,74,88,90,84.0
female,group B,some high school,free/reduced,none,72,81,79,77.0
female,group E,high school,standard,completed,74,79,80,77.0
female,group B,bachelor's degree,standard,completed,65,81,81,75.0
female,group D,associate's degree,standard,none,59,70,65,64.0
female,group E,high school,free/reduced,none,64,62,68,64.0
female,group B,high school,standard,none,50,53,55,52.0
female,group D,some college,standard,completed,69,79,81,76.0
female,group A,high school,standard,completed,68,80,76,74.0
female,group D,some college,standard,completed,85,86,98,89.0
female,group A,associate's degree,standard,completed,65,70,74,69.0
female,group B,some high school,standard,none,73,79,79,77.0
female,group B,some college,standard,none,62,67,67,65.0
female,group D,associate's degree,free/reduced,none,43,60,58,53.0
female,group D,some college,free/reduced,none,55,71,69,65.0
female,group C,high school,standard,none,65,69,67,67.0
female,group C,some high school,free/reduced,completed,50,60,60,56.0
female,group C,some college,free/reduced,completed,63,73,71,69.0
female,group B,bachelor's degree,free/reduced,none,77,85,87,83.0
female,group C,high school,free/reduced,none,66,76,68,70.0
female,group C,some college,standard,none,69,78,76,74.0
female,group C,associate's degree,standard,completed,65,84,84,77.0
female,group D,high school,standard,completed,69,77,78,74.0
female,group B,some college,standard,completed,50,64,66,60.0
female,group E,some college,standard,completed,73,78,76,75.0
female,group C,some high school,standard,completed,70,82,76,76.0
female,group D,high school,standard,none,67,72,74,71.0
female,group C,some high school,free/reduced,completed,29,40,44,37.0
female,group E,master's degree,standard,completed,94,99,100,97.0
female,group C,associate's degree,standard,none,49,53,53,51.0
female,group E,associate's degree,free/reduced,none,73,76,78,75.0
female,group C,bachelor's degree,free/reduced,completed,66,74,81,73.0
female,group D,associate's degree,standard,none,77,77,73,75.0
female,group C,some high school,standard,none,49,63,56,56.0
female,group D,some college,free/reduced,none,79,89,86,84.0
female,group C,associate's degree,standard,completed,75,82,90,82.0
female,group A,bachelor's degree,standard,none,59,72,70,67.0
female,group D,associate's degree,standard,completed,57,78,79,71.0
female,group E,bachelor's degree,standard,completed,79,81,82,80.0
female,group B,some high school,standard,none,57,67,72,65.0
female,group D,some college,standard,none,63,64,67,64.0
female,group B,some high school,free/reduced,completed,59,63,64,62.0
female,group D,associate's degree,free/reduced,completed,42,61,58,53.0
female,group E,some high school,standard,completed,80,85,85,83.0
female,group D,some college,standard,none,98,100,99,99.0
female,group B,some high school,standard,completed,60,70,74,68.0
female,group B,associate's degree,free/reduced,completed,76,94,87,85.0
female,group C,associate's degree,standard,completed,96,96,99,97.0
female,group C,high school,standard,none,76,76,74,75.0
female,group C,some college,free/reduced,none,62,72,70,68.0
female,group B,some high school,free/reduced,completed,74,90,88,84.0
female,group E,associate's degree,standard,completed,65,75,77,72.0
female,group D,high school,free/reduced,none,73,92,84,83.0
female,group B,associate's degree,free/reduced,completed,68,77,80,75.0
female,group C,some college,standard,completed,87,89,94,90.0
female,group E,some college,free/reduced,none,53,58,57,56.0
female,group B,some college,free/reduced,completed,53,66,73,64.0
female,group A,associate's degree,free/reduced,none,37,57,56,50.0
female,group C,high school,standard,none,81,84,82,82.0
female,group C,associate's degree,standard,completed,59,73,72,68.0
female,group C,bachelor's degree,free/reduced,none,50,60,59,56.0
female,group C,some high school,standard,completed,77,90,85,84.0
female,group E,associate's degree,standard,none,84,95,92,90.0
female,group D,some college,free/reduced,completed,52,59,65,58.0
female,group C,high school,free/reduced,none,53,72,64,63.0
female,group D,some high school,standard,none,48,58,54,53.0
female,group B,high school,standard,none,62,62,63,62.0
female,group B,high school,standard,none,74,72,72,72.0
female,group C,high school,standard,completed,58,75,77,70.0
female,group D,some high school,standard,none,68,71,75,71.0
female,group B,some high school,free/reduced,completed,52,67,72,63.0
female,group C,bachelor's degree,free/reduced,none,62,78,79,73.0
female,group B,some high school,free/reduced,none,49,58,55,54.0
female,group B,high school,standard,none,66,72,70,69.0
female,group C,some college,free/reduced,none,35,44,43,40.0
female,group A,some college,standard,completed,72,79,82,77.0
female,group D,associate's degree,free/reduced,none,46,56,57,53.0
female,group B,master's degree,standard,none,77,90,84,83.0
female,group B,high school,free/reduced,completed,76,85,82,81.0
female,group C,associate's degree,standard,completed,52,59,62,57.0
female,group B,some high school,standard,completed,32,51,44,42.0
female,group E,some high school,free/reduced,none,72,79,77,76.0
female,group B,some college,standard,none,19,38,32,29.0
female,group C,master's degree,free/reduced,none,52,65,61,59.0
female,group B,high school,standard,none,48,62,60,56.0
female,group D,some college,free/reduced,none,60,66,70,65.0
female,group B,high school,standard,none,42,52,51,48.0
female,group E,associate's degree,free/reduced,completed,57,68,73,66.0
female,group E,associate's degree,free/reduced,none,70,84,81,78.0
female,group C,associate's degree,standard,none,52,55,57,54.0
female,group E,associate's degree,standard,none,87,94,95,92.0
female,group B,some college,standard,none,82,85,87,84.0
female,group C,some college,standard,none,73,76,78,75.0
female,group D,some college,free/reduced,none,64,74,75,71.0
female,group E,high school,free/reduced,none,41,45,40,42.0
female,group C,master's degree,standard,completed,54,64,67,61.0
female,group C,high school,standard,none,72,80,83,78.0
female,group A,bachelor's degree,standard,none,45,59,64,56.0
female,group B,high school,free/reduced,none,60,72,68,66.0
female,group C,some high school,standard,none,77,91,88,85.0
female,group A,some high school,standard,completed,85,90,92,89.0
female,group D,bachelor's degree,free/reduced,none,78,90,93,87.0
female,group B,high school,free/reduced,none,71,87,82,80.0
female,group C,some high school,free/reduced,none,48,58,52,52.0
female,group C,associate's degree,free/reduced,completed,56,68,70,64.0
female,group C,some high school,standard,none,65,69,76,70.0
female,group D,some high school,free/reduced,completed,69,86,81,78.0
female,group A,some college,free/reduced,none,61,60,57,59.0
female,group C,bachelor's degree,free/reduced,completed,74,86,89,83.0
female,group B,high school,standard,completed,77,82,89,82.0
female,group C,high school,standard,completed,60,64,74,66.0
female,group A,high school,standard,completed,75,82,79,78.0
female,group C,associate's degree,standard,none,66,77,73,72.0
female,group D,high school,free/reduced,none,39,52,46,45.0
female,group B,high school,free/reduced,completed,23,44,36,34.0
female,group D,some high school,free/reduced,completed,40,65,64,56.0
female,group C,high school,standard,none,59,72,68,66.0
female,group A,high school,standard,none,61,68,63,64.0
female,group E,some college,standard,none,87,85,93,88.0
female,group B,bachelor's degree,standard,none,97,97,96,96.0
female,group C,bachelor's degree,standard,none,65,79,81,75.0
female,group C,associate's degree,standard,none,53,62,53,56.0
female,group E,master's degree,free/reduced,none,81,86,87,84.0
female,group C,some college,standard,completed,71,71,80,74.0
female,group C,some college,standard,completed,70,72,76,72.0
female,group C,bachelor's degree,free/reduced,none,43,62,61,55.0
female,group D,some high school,standard,none,59,72,80,70.0
female,group D,associate's degree,standard,none,64,76,74,71.0
female,group E,bachelor's degree,standard,completed,71,70,70,70.0
female,group B,high school,free/reduced,none,64,73,71,69.0
female,group E,associate's degree,standard,none,51,51,54,52.0
female,group C,associate's degree,standard,completed,62,76,80,72.0
female,group E,associate's degree,standard,completed,93,100,95,96.0
female,group D,some college,free/reduced,none,69,65,74,69.0
female,group E,some college,standard,completed,86,85,91,87.0
female,group E,associate's degree,standard,none,85,92,85,87.0
female,group A,master's degree,free/reduced,none,50,67,73,63.0
female,group E,associate's degree,standard,none,59,62,69,63.0
female,group E,some high school,free/reduced,none,32,34,38,34.0
female,group B,some high school,free/reduced,completed,63,78,79,73.0
female,group D,some high school,standard,completed,65,78,82,75.0
female,group C,master's degree,standard,none,73,78,74,75.0
female,group A,high school,free/reduced,completed,34,48,41,41.0
female,group D,bachelor's degree,free/reduced,completed,93,100,100,97.0
female,group D,some high school,free/reduced,none,67,84,84,78.0
female,group D,some college,standard,completed,79,84,91,84.0
female,group C,bachelor's degree,free/reduced,none,67,75,72,71.0
female,group A,some college,standard,none,69,84,82,78.0
female,group C,bachelor's degree,standard,completed,52,61,66,59.0
female,group C,bachelor's degree,free/reduced,completed,47,62,66,58.0
female,group B,associate's degree,free/reduced,none,46,61,55,54.0
female,group E,some college,standard,none,68,70,66,68.0
female,group C,high school,standard,none,44,61,52,52.0
female,group C,associate's degree,standard,completed,57,77,80,71.0
female,group C,high school,free/reduced,none,35,53,46,44.0
female,group B,associate's degree,free/reduced,none,54,65,65,61.0
female,group D,high school,free/reduced,completed,65,61,71,65.0
female,group C,some high school,free/reduced,none,48,56,51,51.0
female,group E,high school,free/reduced,none,57,58,57,57.0
female,group D,master's degree,standard,none,78,91,96,88.0
female,group B,high school,standard,none,58,68,61,62.0
female,group C,associate's degree,standard,none,54,61,58,57.0
female,group D,some college,free/reduced,none,49,58,60,55.0
female,group E,high school,free/reduced,completed,57,75,73,68.0
female,group D,some college,standard,completed,75,77,83,78.0
female,group E,some high school,free/reduced,none,74,74,72,73.0
female,group C,some college,standard,none,62,69,69,66.0
female,group D,master's degree,standard,none,92,100,100,97.0
female,group D,high school,standard,none,45,63,59,55.0
female,group A,some college,standard,none,56,58,64,59.0
female,group D,some high school,free/reduced,none,48,54,53,51.0
female,group E,associate's degree,standard,none,100,100,100,100.0
female,group C,some high school,free/reduced,completed,65,76,75,72.0
female,group D,some college,standard,none,62,70,72,68.0
female,group E,associate's degree,standard,none,68,76,67,70.0
female,group B,bachelor's degree,standard,none,75,84,80,79.0
female,group D,bachelor's degree,standard,none,89,100,100,96.0
female,group A,high school,free/reduced,completed,53,50,60,54.0
female,group D,some college,free/reduced,none,49,65,61,58.0
female,group A,some college,standard,none,54,63,67,61.0
female,group C,some college,standard,completed,64,82,77,74.0
female,group C,associate's degree,standard,none,91,95,94,93.0
female,group B,high school,free/reduced,none,8,24,23,18.0
female,group A,some college,standard,completed,78,87,91,85.0
female,group C,some high school,standard,none,74,75,82,77.0
female,group C,associate's degree,standard,none,40,59,51,50.0
female,group A,some high school,free/reduced,none,44,45,45,44.0
female,group D,some college,free/reduced,completed,67,86,83,78.0
female,group B,some high school,standard,completed,65,82,78,75.0
female,group D,associate's degree,free/reduced,none,55,76,76,69.0
female,group D,bachelor's degree,free/reduced,none,62,72,74,69.0
female,group E,master's degree,standard,completed,88,99,95,94.0
female,group C,high school,free/reduced,completed,59,71,65,65.0
female,group D,some college,standard,completed,68,78,77,74.0
female,group D,some college,free/reduced,none,77,86,86,83.0
